age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,management,married,tertiary,no,43500,yes,yes,unknown,8,may,9.3,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,8350,yes,no,cellular,10,jul,4.8,1,-1,0,unknown,yes
51,technician,single,secondary,no,-23150,yes,no,cellular,5,may,8.8,1,343,3,failure,no
35,management,married,tertiary,no,73650,yes,yes,cellular,16,apr,3.4,3,-1,0,unknown,no
51,management,married,primary,no,5400,no,no,cellular,18,nov,3.3,2,-1,0,unknown,no
33,services,married,secondary,no,4500,yes,no,cellular,17,apr,3.3,2,263,2,failure,no
27,technician,married,secondary,no,13350,yes,no,cellular,18,may,3.3,4,-1,0,unknown,no
46,self-employed,married,tertiary,no,121050,no,no,cellular,11,aug,3.3,4,-1,0,unknown,no
53,unemployed,married,unknown,no,650,no,no,unknown,5,may,7.3,3,-1,0,unknown,no
36,management,single,tertiary,no,0,yes,no,unknown,27,may,2.0,2,-1,0,unknown,no
52,retired,married,secondary,no,271150,no,yes,cellular,17,nov,2.1,1,115,1,failure,no
36,management,single,secondary,no,89250,no,no,cellular,21,nov,2.8,2,-1,0,unknown,no
33,blue-collar,married,primary,no,103200,yes,no,cellular,31,jul,0.8,15,-1,0,unknown,no
49,management,married,tertiary,no,13800,no,no,cellular,27,aug,1.5,5,-1,0,unknown,no
42,self-employed,married,secondary,no,160550,no,no,cellular,31,jul,3.5,1,-1,0,unknown,no
48,entrepreneur,divorced,secondary,no,100,yes,yes,cellular,6,may,10.4,2,281,4,failure,no
52,admin.,married,tertiary,no,850,no,no,cellular,21,aug,2.1,4,-1,0,unknown,no
59,retired,married,primary,no,-5950,yes,no,unknown,6,may,5.3,1,-1,0,unknown,no
59,admin.,married,secondary,no,107250,no,no,telephone,17,nov,5.1,2,-1,0,unknown,no
24,technician,single,secondary,no,14400,yes,no,unknown,28,may,3.6,1,-1,0,unknown,no
30,technician,divorced,tertiary,no,15850,yes,no,cellular,15,may,3.3,3,294,5,failure,no
34,management,married,tertiary,no,101600,no,no,cellular,28,aug,2.2,12,-1,0,unknown,no
46,self-employed,married,primary,no,2450,no,no,cellular,27,aug,3.8,6,-1,0,unknown,no
27,blue-collar,single,secondary,no,124300,yes,no,unknown,29,may,12.7,1,-1,0,unknown,yes
48,management,married,tertiary,no,2900,no,yes,cellular,14,jul,2.2,2,-1,0,unknown,no
60,admin.,divorced,secondary,no,33150,no,yes,cellular,30,jan,6.9,3,197,1,other,no
53,retired,divorced,secondary,no,39850,no,no,unknown,20,jun,0.7,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,18800,yes,no,unknown,8,may,0.8,1,-1,0,unknown,no
38,unemployed,married,tertiary,no,19000,no,no,cellular,10,feb,2.2,1,-1,0,unknown,no
47,technician,married,secondary,no,33850,no,no,cellular,20,aug,2.7,8,-1,0,unknown,no
51,technician,married,secondary,no,2600,no,no,cellular,13,aug,2.4,2,-1,0,unknown,no
34,technician,single,secondary,no,5250,yes,no,cellular,17,nov,5.6,1,196,2,failure,no
25,technician,married,tertiary,no,45700,yes,no,cellular,12,may,3.6,2,-1,0,unknown,no
30,services,married,secondary,no,-5400,yes,no,unknown,23,may,4.1,1,-1,0,unknown,no
30,management,single,tertiary,no,100,no,no,cellular,27,aug,0.8,21,-1,0,unknown,no
54,services,married,secondary,no,8550,no,yes,cellular,14,jul,11.7,8,-1,0,unknown,no
43,blue-collar,married,secondary,no,6500,yes,no,cellular,9,feb,2.9,3,256,1,failure,no
31,blue-collar,married,secondary,no,0,no,no,unknown,2,jun,3.0,1,-1,0,unknown,no
55,technician,married,unknown,no,12000,yes,no,cellular,2,aug,2.3,3,277,1,success,yes
34,blue-collar,married,primary,no,21250,yes,no,cellular,16,jul,23.7,7,-1,0,unknown,no
40,services,married,secondary,no,-10600,yes,yes,cellular,5,feb,1.7,1,258,1,failure,no
31,management,married,tertiary,no,13550,no,no,cellular,18,nov,2.0,1,-1,0,unknown,no
29,technician,single,tertiary,no,-40150,yes,yes,cellular,6,may,14.3,1,329,9,failure,no
46,technician,married,secondary,no,0,no,no,unknown,20,jun,10.9,1,-1,0,unknown,no
30,technician,married,secondary,no,-14000,yes,no,cellular,25,jul,4.6,2,-1,0,unknown,no
58,retired,married,secondary,no,0,yes,no,unknown,26,may,1.8,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,72000,yes,no,unknown,30,may,5.7,1,-1,0,unknown,no
60,blue-collar,married,primary,no,250,no,no,cellular,29,oct,7.2,1,-1,0,unknown,yes
47,blue-collar,married,primary,no,25100,yes,no,unknown,14,may,1.0,2,-1,0,unknown,no
48,management,married,tertiary,no,-500,no,no,cellular,4,jun,2.9,1,-1,0,unknown,no
58,management,married,tertiary,no,0,no,no,cellular,31,jul,1.9,4,-1,0,unknown,no
59,retired,divorced,secondary,no,45700,no,no,cellular,28,jan,3.7,1,-1,0,unknown,no
41,technician,married,secondary,no,67200,no,no,cellular,22,aug,3.3,6,-1,0,unknown,no
34,blue-collar,married,secondary,no,9350,yes,no,unknown,12,may,6.8,2,-1,0,unknown,no
33,admin.,single,tertiary,no,7300,no,no,cellular,22,oct,6.8,1,91,3,success,yes
37,housemaid,single,tertiary,no,10300,no,no,cellular,27,aug,2.4,5,-1,0,unknown,no
53,technician,single,secondary,no,46250,no,no,cellular,25,aug,16.0,3,-1,0,unknown,yes
32,technician,married,unknown,no,726650,no,no,cellular,31,dec,11.3,3,198,2,success,no
25,unknown,single,secondary,no,150,no,no,cellular,7,jul,2.8,1,-1,0,unknown,no
37,services,married,secondary,no,2100,yes,no,cellular,12,may,2.3,3,369,4,failure,no
45,blue-collar,married,secondary,no,-12900,yes,no,telephone,20,apr,6.9,5,-1,0,unknown,no
46,admin.,divorced,secondary,no,111600,no,no,cellular,13,feb,2.5,1,-1,0,unknown,yes
27,admin.,single,secondary,no,909400,yes,no,unknown,12,jun,9.5,17,-1,0,unknown,yes
62,management,married,tertiary,no,139250,no,no,cellular,6,jul,5.0,3,-1,0,unknown,yes
32,blue-collar,divorced,secondary,no,-14950,yes,no,cellular,8,jul,3.7,2,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,2.9,3,94,4,success,no
30,technician,married,secondary,no,19900,yes,no,cellular,17,apr,2.7,2,238,2,failure,no
50,blue-collar,married,primary,no,30200,no,no,cellular,5,aug,2.2,1,-1,0,unknown,no
50,technician,divorced,tertiary,no,52200,no,no,unknown,5,jun,7.2,2,-1,0,unknown,no
29,management,single,tertiary,no,36300,yes,no,unknown,9,may,3.8,3,-1,0,unknown,no
72,self-employed,married,tertiary,no,6600,no,no,cellular,1,jul,4.8,2,65,1,success,yes
42,technician,divorced,secondary,no,-29650,no,no,cellular,28,jan,1.7,1,-1,0,unknown,no
32,blue-collar,single,primary,no,5000,yes,no,unknown,16,may,6.8,2,-1,0,unknown,no
54,blue-collar,married,primary,no,21400,yes,no,cellular,8,may,5.7,1,-1,0,unknown,no
42,services,divorced,secondary,no,558850,yes,no,cellular,14,may,4.3,6,373,1,other,no
78,retired,divorced,tertiary,no,50800,no,no,cellular,22,jun,9.2,1,-1,0,unknown,no
55,management,divorced,tertiary,no,20350,yes,yes,cellular,25,aug,1.6,8,-1,0,unknown,no
51,blue-collar,married,secondary,no,57550,yes,yes,cellular,29,jul,2.6,2,-1,0,unknown,no
20,student,single,primary,no,41250,no,no,unknown,28,aug,1.0,1,-1,0,unknown,no
36,blue-collar,married,primary,no,13850,yes,yes,cellular,5,feb,4.5,2,-1,0,unknown,no
41,technician,single,secondary,no,7150,no,no,cellular,20,aug,12.9,7,-1,0,unknown,no
51,management,married,tertiary,no,131750,no,no,cellular,21,may,7.3,3,74,5,failure,yes
44,management,married,tertiary,no,13900,no,no,cellular,28,aug,2.1,4,-1,0,unknown,no
66,retired,married,tertiary,no,97400,no,no,cellular,28,jan,4.1,1,91,4,success,yes
34,management,married,tertiary,no,283250,no,no,cellular,11,aug,1.7,4,-1,0,unknown,no
42,services,married,secondary,no,39900,no,no,cellular,17,apr,1.8,1,338,1,other,no
40,services,married,secondary,no,4350,yes,yes,cellular,21,nov,2.4,2,113,4,failure,no
35,blue-collar,single,primary,no,-6150,yes,no,unknown,13,may,18.9,4,-1,0,unknown,no
45,admin.,married,secondary,no,6850,yes,no,unknown,14,may,7.6,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,47350,no,yes,cellular,29,aug,0.9,17,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,50,yes,no,cellular,13,may,2.6,2,-1,0,unknown,no
31,management,married,tertiary,no,69200,yes,no,cellular,30,jan,3.9,2,2,3,other,no
55,housemaid,married,secondary,no,48100,yes,no,cellular,28,apr,10.9,1,181,3,success,yes
47,services,married,secondary,no,20250,no,yes,cellular,8,aug,17.1,2,-1,0,unknown,yes
50,services,divorced,secondary,no,7250,yes,no,unknown,8,may,3.3,1,-1,0,unknown,no
34,blue-collar,married,primary,no,17900,yes,no,unknown,23,may,2.2,4,-1,0,unknown,no
31,management,divorced,tertiary,no,20700,no,yes,cellular,16,jul,4.5,1,-1,0,unknown,yes
30,management,single,secondary,no,232100,yes,no,cellular,21,nov,9.3,1,-1,0,unknown,yes
43,blue-collar,married,primary,no,900,yes,no,cellular,14,may,2.7,2,370,3,other,no
37,housemaid,married,primary,no,28850,no,no,cellular,14,jul,1.8,2,-1,0,unknown,no
28,management,single,tertiary,no,21850,no,no,cellular,5,may,6.1,1,-1,0,unknown,yes
57,services,married,secondary,no,9850,no,no,unknown,16,jun,2.4,1,-1,0,unknown,no
48,technician,single,secondary,no,21700,no,no,cellular,13,aug,3.6,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,-21150,no,no,unknown,9,jun,2.6,2,-1,0,unknown,no
48,admin.,married,unknown,no,187800,no,no,cellular,14,aug,1.6,10,-1,0,unknown,no
37,blue-collar,married,primary,no,47450,yes,no,unknown,30,may,3.0,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,112700,yes,no,cellular,17,apr,2.7,1,148,1,failure,no
37,admin.,married,tertiary,no,5150,yes,yes,cellular,27,apr,1.9,3,-1,0,unknown,no
57,retired,married,secondary,no,265650,no,no,cellular,3,jun,3.8,1,-1,0,unknown,yes
35,blue-collar,married,unknown,no,54200,yes,no,cellular,10,jul,17.5,1,-1,0,unknown,no
35,technician,married,secondary,no,42000,yes,no,cellular,29,jul,5.2,4,-1,0,unknown,no
28,management,single,tertiary,no,1650,no,no,cellular,2,feb,5.0,7,-1,0,unknown,no
49,technician,divorced,secondary,no,2850,no,no,cellular,21,aug,7.1,3,-1,0,unknown,no
54,blue-collar,married,primary,no,309550,no,no,cellular,19,nov,2.2,2,-1,0,unknown,no
44,technician,married,secondary,no,189500,yes,no,unknown,13,may,6.2,2,-1,0,unknown,no
42,self-employed,single,tertiary,no,61250,no,no,cellular,18,aug,2.2,3,-1,0,unknown,no
29,technician,single,tertiary,no,-11450,yes,no,cellular,21,jul,7.4,4,-1,0,unknown,no
39,services,married,primary,no,13800,yes,yes,cellular,13,may,11.0,1,-1,0,unknown,no
37,services,single,secondary,no,22950,no,no,telephone,16,jul,1.5,14,-1,0,unknown,no
52,management,married,tertiary,no,19400,no,no,cellular,25,may,5.0,1,-1,0,unknown,yes
39,self-employed,divorced,tertiary,no,0,no,no,cellular,8,aug,1.1,2,-1,0,unknown,no
19,student,single,primary,no,6700,no,no,cellular,27,mar,5.0,2,-1,0,unknown,yes
55,self-employed,married,secondary,no,120400,no,no,telephone,20,nov,3.4,1,-1,0,unknown,no
57,admin.,married,secondary,no,104350,yes,no,cellular,20,apr,2.8,4,343,1,failure,no
35,management,single,tertiary,no,23350,yes,no,cellular,14,aug,1.9,2,-1,0,unknown,no
30,admin.,married,secondary,no,65500,no,no,telephone,27,oct,55.2,1,-1,0,unknown,no
51,entrepreneur,married,primary,no,26900,no,no,cellular,18,nov,19.2,4,-1,0,unknown,yes
26,blue-collar,single,primary,no,26750,yes,no,unknown,9,jun,0.9,37,-1,0,unknown,no
45,management,divorced,tertiary,no,42700,no,yes,cellular,8,jul,12.7,1,-1,0,unknown,yes
27,services,divorced,secondary,no,4800,yes,no,unknown,8,may,1.0,1,-1,0,unknown,no
50,admin.,married,secondary,no,42900,no,no,cellular,9,jul,1.2,12,-1,0,unknown,no
47,services,divorced,secondary,no,-14400,yes,no,unknown,28,may,2.3,7,-1,0,unknown,no
30,blue-collar,married,secondary,no,150,yes,yes,cellular,12,may,5.9,2,-1,0,unknown,no
31,management,married,tertiary,no,7800,no,no,cellular,13,aug,11.5,7,-1,0,unknown,yes
32,blue-collar,single,secondary,no,12750,no,no,unknown,4,jun,3.4,1,-1,0,unknown,no
34,technician,married,secondary,yes,-1700,yes,no,unknown,27,may,3.9,5,-1,0,unknown,no
51,admin.,married,secondary,no,76750,no,yes,cellular,20,nov,6.6,1,-1,0,unknown,no
34,blue-collar,single,primary,no,4250,no,no,unknown,16,may,2.8,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,89350,yes,no,cellular,12,may,2.0,4,357,4,failure,no
32,management,married,tertiary,no,155350,yes,yes,cellular,25,jul,5.7,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,-9150,yes,yes,cellular,28,aug,0.6,13,-1,0,unknown,no
55,blue-collar,married,secondary,no,23550,yes,no,unknown,30,may,1.5,2,-1,0,unknown,no
54,management,married,secondary,no,134650,no,no,cellular,22,mar,4.2,1,188,6,other,yes
46,management,divorced,secondary,yes,100,no,no,cellular,12,may,2.4,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,yes,2800,yes,yes,cellular,20,nov,1.7,2,-1,0,unknown,no
51,technician,married,tertiary,no,252950,yes,no,cellular,31,jul,3.7,2,-1,0,unknown,no
38,admin.,single,secondary,no,-10550,no,yes,cellular,31,jul,3.3,2,-1,0,unknown,no
38,unemployed,single,secondary,no,0,no,no,cellular,27,aug,1.2,3,-1,0,unknown,no
39,blue-collar,married,primary,no,68650,yes,no,telephone,28,jul,1.9,5,-1,0,unknown,no
35,management,married,secondary,no,206750,yes,no,cellular,12,may,2.3,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,-4900,yes,no,unknown,9,may,2.4,1,-1,0,unknown,no
32,admin.,divorced,tertiary,no,-100,yes,no,cellular,6,may,2.2,3,168,1,failure,no
30,admin.,married,secondary,no,1600,yes,yes,cellular,22,jul,3.2,1,-1,0,unknown,no
56,technician,married,secondary,no,3800,yes,no,cellular,28,jul,2.1,3,-1,0,unknown,no
33,management,divorced,tertiary,no,49500,yes,no,cellular,24,jul,25.4,2,-1,0,unknown,yes
48,blue-collar,married,primary,no,6700,yes,no,unknown,28,may,5.8,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,-15250,yes,yes,cellular,7,jul,4.9,1,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,4200,no,no,cellular,29,jul,1.1,2,-1,0,unknown,no
31,admin.,single,secondary,no,2500,no,no,cellular,29,jan,7.1,1,-1,0,unknown,no
25,management,single,tertiary,no,35100,no,no,cellular,14,apr,3.2,2,-1,0,unknown,no
42,services,single,secondary,no,12050,yes,no,cellular,5,may,12.2,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,26900,yes,yes,unknown,8,may,0.9,9,-1,0,unknown,no
43,technician,married,secondary,no,-39800,no,no,cellular,7,jul,3.7,4,-1,0,unknown,no
40,services,married,unknown,no,-25800,yes,no,cellular,8,may,5.0,1,364,2,failure,no
55,management,married,tertiary,no,6700,no,no,cellular,12,aug,28.0,16,-1,0,unknown,no
44,blue-collar,married,primary,no,13550,yes,yes,unknown,9,may,2.1,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,34550,yes,no,unknown,29,may,3.1,1,-1,0,unknown,no
30,technician,single,secondary,no,550,no,no,cellular,5,feb,6.6,6,-1,0,unknown,no
36,management,single,secondary,no,0,no,no,cellular,19,nov,9.5,3,-1,0,unknown,no
58,retired,married,primary,no,88050,no,no,unknown,12,jun,13.4,4,-1,0,unknown,no
28,technician,single,tertiary,no,21300,no,no,cellular,18,may,0.7,4,355,1,other,no
39,self-employed,married,primary,no,103850,yes,no,cellular,31,jul,2.0,21,-1,0,unknown,no
48,blue-collar,married,secondary,no,21300,yes,yes,cellular,12,aug,3.6,2,-1,0,unknown,no
37,management,married,tertiary,no,-2850,yes,no,cellular,31,jul,1.1,20,-1,0,unknown,no
41,services,married,secondary,no,47850,yes,no,unknown,15,may,5.9,4,-1,0,unknown,no
41,technician,married,secondary,no,5100,yes,yes,unknown,14,may,7.0,9,-1,0,unknown,no
55,blue-collar,married,primary,no,6750,yes,no,cellular,15,may,11.2,6,-1,0,unknown,no
44,blue-collar,married,primary,no,37650,yes,no,unknown,8,may,3.0,2,-1,0,unknown,no
37,blue-collar,married,unknown,no,-5900,yes,no,cellular,18,may,0.9,2,-1,0,unknown,no
23,services,single,secondary,no,-1950,yes,yes,unknown,9,may,2.9,2,-1,0,unknown,no
33,services,divorced,secondary,no,16350,yes,no,unknown,7,may,2.3,1,-1,0,unknown,no
34,management,single,tertiary,no,67500,yes,no,unknown,21,may,1.6,1,-1,0,unknown,no
29,admin.,married,tertiary,no,11900,no,no,cellular,26,feb,1.8,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,-36550,yes,no,cellular,15,jul,7.2,4,-1,0,unknown,no
44,management,married,tertiary,no,38650,no,yes,cellular,9,jul,10.8,1,-1,0,unknown,no
77,retired,married,tertiary,no,52350,no,no,cellular,30,jun,2.3,5,-1,0,unknown,no
39,housemaid,married,secondary,no,31650,no,no,unknown,9,jun,4.4,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,51000,yes,no,unknown,28,may,4.7,1,-1,0,unknown,no
46,admin.,married,secondary,no,12500,no,no,unknown,13,may,1.9,2,-1,0,unknown,no
60,retired,divorced,secondary,no,54550,no,no,cellular,30,jul,7.9,5,-1,0,unknown,yes
41,blue-collar,married,primary,no,122650,yes,no,unknown,15,may,18.0,1,-1,0,unknown,yes
48,services,married,secondary,no,25850,no,no,cellular,14,jan,5.1,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,4700,yes,no,unknown,12,may,3.3,2,-1,0,unknown,no
49,blue-collar,married,primary,no,100,yes,no,unknown,20,jun,0.8,20,-1,0,unknown,no
30,technician,single,secondary,no,12700,yes,yes,cellular,24,jun,3.3,3,416,2,unknown,no
52,entrepreneur,married,unknown,no,0,yes,no,unknown,13,may,3.3,2,-1,0,unknown,no
55,management,single,tertiary,no,0,no,no,cellular,3,nov,4.2,3,187,3,failure,no
32,management,divorced,tertiary,no,57250,yes,no,cellular,11,may,10.2,1,350,4,success,no
26,services,married,secondary,yes,1350,yes,no,telephone,15,jul,1.3,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,24550,yes,no,cellular,18,nov,2.7,3,194,2,failure,no
38,management,married,tertiary,no,3800,yes,no,cellular,7,jul,3.8,3,-1,0,unknown,no
33,admin.,married,secondary,no,29050,yes,no,cellular,19,nov,3.7,2,-1,0,unknown,no
41,blue-collar,married,primary,no,102650,no,no,cellular,31,jul,1.9,4,-1,0,unknown,no
55,blue-collar,married,primary,no,174250,no,no,cellular,18,aug,10.9,4,-1,0,unknown,yes
29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,1.1,1,-1,0,unknown,no
27,services,single,secondary,no,0,no,no,cellular,6,feb,2.9,1,-1,0,unknown,no
49,admin.,married,secondary,no,54800,yes,no,cellular,17,apr,10.7,1,303,5,failure,no
38,technician,single,unknown,no,96150,no,no,cellular,30,jul,6.0,4,-1,0,unknown,no
49,admin.,divorced,secondary,no,59000,no,no,cellular,27,jul,2.8,2,181,4,success,no
56,services,married,secondary,no,99450,no,no,cellular,3,feb,6.1,2,281,2,failure,yes
25,technician,married,secondary,no,34550,yes,no,cellular,15,may,6.1,1,330,2,failure,no
37,management,married,secondary,no,4000,no,no,cellular,27,aug,3.1,3,-1,0,unknown,no
48,blue-collar,married,primary,no,4450,yes,no,telephone,12,may,1.1,4,-1,0,unknown,no
34,admin.,married,secondary,no,22250,no,no,cellular,19,aug,4.8,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,84650,no,no,cellular,26,oct,4.5,4,442,4,failure,yes
52,technician,divorced,secondary,no,46750,no,no,unknown,1,jul,1.9,1,-1,0,unknown,no
55,management,married,tertiary,no,70100,yes,no,cellular,17,nov,1.6,1,-1,0,unknown,no
28,unemployed,married,secondary,no,50,no,no,cellular,20,apr,2.6,1,-1,0,unknown,no
50,management,married,tertiary,no,173150,no,yes,cellular,28,oct,2.1,1,-1,0,unknown,yes
59,unemployed,married,tertiary,no,13950,no,no,unknown,20,jun,1.2,1,-1,0,unknown,no
27,management,married,tertiary,no,263100,no,yes,cellular,8,jul,3.9,9,-1,0,unknown,no
62,retired,married,secondary,no,167000,no,no,cellular,4,aug,4.8,1,35,1,failure,no
24,student,single,unknown,no,0,no,no,cellular,4,may,2.0,2,-1,0,unknown,no
38,management,married,tertiary,no,12300,yes,no,unknown,23,jul,12.5,8,-1,0,unknown,no
37,blue-collar,married,secondary,no,-1300,no,no,telephone,17,jul,4.0,2,-1,0,unknown,no
44,entrepreneur,divorced,secondary,no,22800,no,no,unknown,20,jun,2.3,3,-1,0,unknown,no
60,blue-collar,married,secondary,no,36050,no,no,cellular,10,jul,3.2,1,-1,0,unknown,no
68,retired,married,secondary,no,123450,yes,no,telephone,15,jul,9.7,2,-1,0,unknown,yes
33,management,married,tertiary,no,0,yes,no,cellular,5,may,5.5,1,365,1,failure,no
51,blue-collar,married,primary,no,27050,no,no,cellular,11,aug,11.6,3,-1,0,unknown,yes
31,self-employed,married,tertiary,no,16100,yes,no,unknown,8,may,3.2,1,-1,0,unknown,no
28,management,single,tertiary,no,249250,yes,no,cellular,28,aug,2.3,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,152150,yes,yes,cellular,20,nov,11.7,1,-1,0,unknown,yes
45,housemaid,married,primary,no,111950,no,no,telephone,29,jul,0.9,2,-1,0,unknown,no
41,management,married,tertiary,no,1500,yes,no,cellular,15,may,2.2,4,291,6,failure,no
32,services,single,secondary,no,15500,yes,no,unknown,6,may,2.9,1,-1,0,unknown,no
41,housemaid,married,secondary,no,43950,no,no,unknown,5,jun,18.1,2,-1,0,unknown,yes
29,technician,single,secondary,no,69750,yes,no,unknown,26,may,1.5,1,-1,0,unknown,no
36,services,married,primary,no,39750,no,yes,cellular,8,jul,4.1,2,-1,0,unknown,no
34,management,single,tertiary,no,74700,yes,no,cellular,18,nov,10.4,1,182,1,other,yes
30,unemployed,single,secondary,no,52900,no,no,cellular,4,feb,9.1,1,-1,0,unknown,no
64,retired,married,tertiary,no,19000,no,no,cellular,25,aug,8.5,1,-1,0,unknown,yes
46,admin.,married,secondary,no,-6050,yes,yes,cellular,8,jul,4.1,4,-1,0,unknown,no
60,housemaid,married,primary,no,0,no,no,unknown,18,jun,2.8,1,-1,0,unknown,no
46,blue-collar,married,primary,no,42950,yes,no,cellular,20,apr,0.7,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,no,no,cellular,4,feb,4.4,1,244,1,failure,no
43,management,divorced,tertiary,no,118350,no,no,cellular,22,mar,3.4,2,181,4,success,yes
51,blue-collar,married,primary,no,197100,yes,no,unknown,17,jun,6.6,3,-1,0,unknown,no
39,admin.,married,secondary,no,9300,yes,no,cellular,14,jul,2.4,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,27,aug,3.2,2,-1,0,unknown,no
52,services,married,secondary,no,112850,yes,no,unknown,14,may,3.9,1,-1,0,unknown,no
38,blue-collar,single,unknown,no,12050,yes,no,unknown,28,may,3.4,2,-1,0,unknown,no
29,technician,married,tertiary,no,76750,yes,no,cellular,17,jul,2.7,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,32900,yes,no,cellular,17,apr,2.2,3,267,1,failure,no
27,admin.,single,unknown,no,2800,yes,no,unknown,16,may,12.7,2,-1,0,unknown,no
51,housemaid,married,secondary,no,63500,no,no,cellular,29,jan,4.0,3,-1,0,unknown,no
49,technician,married,secondary,no,20100,no,no,cellular,5,nov,1.8,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,6150,yes,no,cellular,8,jul,4.1,3,-1,0,unknown,no
38,management,single,tertiary,no,324500,no,no,telephone,10,nov,2.6,1,-1,0,unknown,no
44,admin.,married,secondary,no,-18600,yes,no,unknown,5,may,3.4,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,95550,yes,no,cellular,31,jul,1.7,4,-1,0,unknown,no
31,management,married,tertiary,no,50500,yes,no,cellular,15,may,6.9,3,364,9,other,no
27,admin.,married,tertiary,no,28250,yes,no,cellular,2,jul,3.0,1,-1,0,unknown,no
60,management,married,tertiary,no,677300,no,no,cellular,17,apr,8.0,3,-1,0,unknown,yes
31,management,married,secondary,no,4450,yes,no,unknown,26,may,3.3,1,-1,0,unknown,no
49,services,married,secondary,no,-400,yes,no,unknown,8,may,19.2,1,-1,0,unknown,yes
46,technician,married,tertiary,no,2650,no,no,unknown,12,jun,0.7,3,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,18100,yes,no,unknown,27,may,2.1,5,-1,0,unknown,no
52,blue-collar,married,secondary,no,39100,yes,yes,cellular,20,apr,2.2,1,-1,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,10.8,2,-1,0,unknown,no
31,technician,married,secondary,no,93400,yes,no,unknown,9,may,4.1,2,-1,0,unknown,no
33,blue-collar,single,primary,no,-5200,yes,no,cellular,15,may,1.1,10,331,16,other,no
48,admin.,married,secondary,no,24500,no,no,cellular,6,aug,2.8,2,-1,0,unknown,no
42,management,married,tertiary,no,0,no,no,cellular,13,aug,5.9,2,-1,0,unknown,no
79,retired,married,secondary,no,36150,no,no,telephone,22,jun,5.4,3,-1,0,unknown,no
35,blue-collar,married,primary,no,135400,yes,no,unknown,30,may,3.5,2,-1,0,unknown,no
35,technician,single,unknown,no,67100,yes,no,cellular,19,nov,1.6,1,-1,0,unknown,no
26,technician,single,tertiary,no,181400,no,no,cellular,5,may,3.0,1,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,2.4,1,-1,0,unknown,no
43,management,single,tertiary,no,103350,yes,no,unknown,8,may,13.1,1,-1,0,unknown,yes
32,technician,married,secondary,no,23250,yes,no,cellular,12,may,4.0,2,-1,0,unknown,no
49,management,married,tertiary,no,285550,yes,no,cellular,21,nov,6.9,3,-1,0,unknown,no
61,management,married,tertiary,no,0,yes,no,cellular,15,apr,2.4,1,-1,0,unknown,no
28,management,single,tertiary,no,43300,no,no,cellular,23,mar,3.7,2,-1,0,unknown,yes
28,student,single,secondary,no,1200,yes,no,cellular,29,jan,5.2,2,196,2,failure,no
72,management,married,secondary,no,309950,no,no,cellular,3,sep,9.4,1,-1,0,unknown,no
25,technician,single,tertiary,no,84650,no,no,cellular,5,jun,2.1,2,-1,0,unknown,no
33,services,married,secondary,no,18000,yes,no,cellular,29,jan,2.2,1,185,13,other,no
25,blue-collar,single,unknown,no,18650,yes,no,unknown,27,jun,11.1,2,-1,0,unknown,no
58,services,married,secondary,no,15350,no,no,telephone,25,mar,5.2,2,-1,0,unknown,no
41,services,married,primary,no,18650,yes,no,unknown,30,may,4.5,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,no,yes,cellular,21,jul,1.7,4,-1,0,unknown,no
39,management,married,tertiary,no,-20450,yes,no,cellular,29,jul,10.3,23,-1,0,unknown,no
45,technician,married,secondary,no,49150,yes,no,cellular,7,aug,3.1,2,-1,0,unknown,no
41,admin.,single,secondary,no,5000,yes,no,telephone,24,jul,3.1,2,-1,0,unknown,no
